gene,cluster
SAMD14,4
SAMD15,1
SAMD4B,0
SAMD9,0
SANBR,3
SAP130,0
SAP18,5
SAP25,5
SAP30,5
SAP30BP,5
SAPCD2,0
SAR1A,5
SAR1B,5
SARDH,0
SARM1,4
SART1,0
SART3,0
SASS6,5
SAT1,1
SAT2,5
SATB2,5
SAXO2,4
SAXO4,4
SBDS,5
SBDSP1,5
SBF1,0
SBF2,0
SBK1,1
SBNO1,0
SBNO2,4
SBSPON,4
SCAF1,4
SCAF11,4
SCAF4,0
SCAF8,5
SCAI,3
SCAMP1-AS1,5
SCAMP2,0
SCAMP4,0
SCAND1,5
SCAND2P,5
SCAND3,5
SCAP,0
SCARA3,0
SCARB1,0
SCARF2,2
SCARNA12,3
SCART1,4
SCD,0
SCD5,4
SCFD1,5
SCIN,3
SCLT1,5
SCML2,5
SCN1B,4
SCN2A,1
SCN2B,3
SCN3B,3
SCN4A,0
SCN4B,4
SCN5A,0
SCN8A,5
SCN9A,4
SCNM1,1
SCNN1D,3
SCO1,5
SCOC,5
SCPEP1,0
SCRN1,0
SCRN2,1
SCUBE1,0
SCUBE3,4
SCX,3
SCYL1,0
SCYL3,5
SDC1,1
SDC3,0
SDC4,5
SDCBP2-AS1,5
SDE2,5
SDF2,3
SDF2L1,3
SDHAF1,5
SDHAF3,5
SDHAF4,1
SDHAP1,5
SDHAP3,3
SDHAP4,4
SDK1,0
SDK2,2
SDSL,1
SEC11C,5
SEC13,5
SEC14L2,0
SEC16A,0
SEC22A,3
SEC22B,5
SEC23B,3
SEC23IP,4
SEC24A,5
SEC24B,5
SEC24C,4
SEC24D,3
SEC31A,0
SEC31B,3
SEC61A1,3
SEC61B,3
SEC61G,3
SEC62,5
SEC63,4
SECISBP2L,5
SEL1L,3
SEL1L3,0
SELENBP1,1
SELENOF,5
SELENOH,5
SELENOK,5
SELENOM,3
SELENON,0
SELENOO,4
SELENOP,1
SELENOS,3
SELENOW,5
SEM1,5
SEMA3A,4
SEMA3B,4
SEMA3C,4
SEMA3D,0
SEMA3F,4
SEMA3G,2
SEMA4A,4
SEMA4B,0
SEMA4C,4
SEMA4F,2
SEMA4G,1
SEMA6A,0
SEMA6B,2
SEMA6C,4
SEMA6D,4
SENP1,4
SENP2,0
SENP3,0
SENP5,3
SENP7,5
SENP8,4
SEPHS2,0
SEPSECS,5
SEPTIN1,4
SEPTIN10,4
SEPTIN11,0
SEPTIN3,0
SEPTIN4,1
SEPTIN6,0
SEPTIN7P14,3
SEPTIN7P2,3
SEPTIN8,0
SEPTIN9,4
SERF2,4
SERHL2,5
SERINC2,0
SERINC5,0
SERP1,3
SERP2,4
SERPINB1,2
SERPINB9,4
SERPINE2,4
SERPINF1,2
SERPING1,4
SERPINH1,4
SERPINI1,4
SERTAD1,5
SERTAD2,5
SERTAD3,5
SERTAD4,0
SERTM1,2
SESN1,5
SESN3,0
SET,0
SETBP1,3
SETD1B,4
SETD2,4
SETD4,5
SETDB2,0
SETMAR,5
SETSIP,2
SETX,4
SEZ6L2,4
SF3A2,0
SF3B4,5
SF3B5,5
SF3B6,5
SFI1,4
SFR1,5
SFRP1,1
SFRP2,4
SFSWAP,4
SFT2D2,4
SFT2D3,5
SFTA3,5
SFXN3,0
SFXN4,0
SFXN5,0
SGCE,5
SGF29,5
SGK1,4
SGMS1,5
SGMS2,4
SGO1,0
SGO2,5
SGPP1,5
SGPP2,1
SGSM1,4
SGSM2,1
SGSM3,4
SGTA,0
SH2B2,4
SH2B3,0
SH2D2A,5
SH2D3A,4
SH2D3C,1
SH2D4A,4
SH3BGR,5
SH3BGRL,4
SH3BGRL2,0
SH3BGRL3,4
SH3BP1,4
SH3BP2,4
SH3BP5,0
SH3BP5-AS1,3
SH3D21,4
SH3GL1,4
SH3GL2,2
SH3GL3,4
SH3GLB2,1
SH3KBP1,0
SH3PXD2A,0
SH3RF1,0
SH3RF3-AS1,1
SHANK1,1
SHANK2,4
SHANK3,0
SHARPIN,4
SHB,4
SHC1,4
SHC2,4
SHCBP1,3
SHF,1
SHISA2,5
SHISA3,4
SHISA4,3
SHISA5,2
SHISA8,1
SHISAL1,2
SHISAL2B,1
SHKBP1,0
SHLD1,0
SHLD2P3,3
SHMT1,0
SHMT2,0
SHOC2,0
SHOX2,5
SHPK,3
SHPRH,4
SHROOM2,1
SHROOM3,0
SIAE,0
SIAH1,5
SIAH2,5
SIDT2,0
SIGIRR,4
SIK1,4
SIKE1,4
SIL1,2
SIM1,3
SIMC1P1,3
SIPA1,0
SIRT4,4
SIRT5,5
SIRT6,4
SIVA1,4
SIX1,5
SIX2,4
SIX3,5
SIX4,4
SIX5,0
SKA3,5
SKAP2,4
SKI,0
SKIC3,0
SKIDA1,4
SKIL,4
SKOR1,1
SLBP,5
SLC10A3,5
SLC10A4,4
SLC10A7,3
SLC12A2,4
SLC12A2-DT,5
SLC12A5,1
SLC12A6,4
SLC12A7,2
SLC12A8,1
SLC12A9,2
SLC13A3,4
SLC13A4,0
SLC15A2,3
SLC16A1,5
SLC16A1-AS1,5
SLC16A13,4
SLC16A14,1
SLC16A2,0
SLC16A4,3
SLC16A6,3
SLC16A7,0
SLC16A8,3
SLC16A9,2
SLC17A7,3
SLC18A2,0
SLC18B1,2
SLC19A1,0
SLC19A2,5
SLC19A3,1
SLC1A1,0
SLC1A3,0
SLC1A4,3
SLC20A2,2
SLC22A15,4
SLC22A17,0
SLC22A31,3
SLC23A2,4
SLC24A1,4
SLC24A2,3
SLC24A4,3
SLC25A1,2
SLC25A10,2
SLC25A11,4
SLC25A13,0
SLC25A15,0
SLC25A17,2
SLC25A18,4
SLC25A19,4
SLC25A20,5
SLC25A21,3
SLC25A21-AS1,4
SLC25A23,0
SLC25A24,4
SLC25A25,5
SLC25A25-AS1,5
SLC25A26,2
SLC25A27,3
SLC25A28,5
SLC25A29,5
SLC25A3,2
SLC25A30,4
SLC25A32,5
SLC25A35,0
SLC25A36,0
SLC25A37,5
SLC25A38,5
SLC25A39,2
SLC25A40,1
SLC25A44,4
SLC25A45,4
SLC25A46,0
SLC25A48,0
SLC25A5,0
SLC25A5-AS1,5
SLC25A51,1
SLC25A53,1
SLC26A1,4
SLC26A10P,4
SLC26A11,0
SLC26A6,4
SLC27A1,4
SLC27A2,2
SLC27A5,1
SLC27A6,5
SLC29A1,0
SLC29A2,5
SLC29A3,3
SLC29A4,0
SLC2A10,3
SLC2A12,2
SLC2A13,1
SLC2A3,4
SLC2A4,3
SLC2A4RG,0
SLC2A6,4
SLC2A8,0
SLC30A1,5
SLC30A10,3
SLC30A3,4
SLC30A4,4
SLC30A5,3
SLC30A6,4
SLC30A7,5
SLC30A9,4
SLC31A2,5
SLC33A1,3
SLC35A1,0
SLC35A2,0
SLC35A5,5
SLC35B1,0
SLC35B2,0
SLC35B3,5
SLC35D1,5
SLC35D3,4
SLC35E1,2
SLC35E2B,2
SLC35E3,1
SLC35E4,1
SLC35F1,4
SLC35F6,0
SLC35G1,1
SLC35G2,5
SLC36A4,0
SLC37A1,1
SLC37A2,5
SLC37A3,5
SLC37A4,0
SLC38A1,0
SLC38A10,2
SLC38A2,4
SLC38A3,4
SLC38A6,4
SLC39A1,0
SLC39A10,4
SLC39A14,0
SLC39A3,2
SLC39A4,3
SLC3A2,3
SLC40A1,3
SLC41A2,0
SLC41A3,0
SLC43A1,4
SLC44A1,0
SLC44A2,0
SLC44A3,0
SLC44A5,4
SLC45A3,0
SLC45A4,4
SLC47A1,0
SLC48A1,5
SLC49A3,4
SLC4A11,5
SLC4A1AP,0
SLC4A2,0
SLC4A3,3
SLC4A4,3
SLC4A5,0
SLC4A7,0
SLC4A8,4
SLC50A1,5
SLC52A2,2
SLC5A10,4
SLC5A2,4
SLC5A6,0
SLC66A1,4
SLC66A2,1
SLC66A3,4
SLC6A15,2
SLC6A16,3
SLC6A17,1
SLC6A4,3
SLC6A6,0
SLC6A9,0
SLC7A1,0
SLC7A11,4
SLC7A2,2
SLC7A3,0
SLC7A5,2
SLC7A5P1,1
SLC7A5P2,1
SLC7A8,0
SLC8A1,4
SLC9A1,4
SLC9A2,1
SLC9A3,1
SLC9A3-AS1,3
SLC9A5,5
SLC9A6,0
SLC9A7,0
SLC9A9,0
SLCO1A2,3
SLCO3A1,4
SLCO4A1,0
SLCO4A1-AS2,1
SLCO4C1,1
SLCO5A1,4
SLF1,4
SLF2,5
SLFN11,5
SLFN5,4
SLFNL1-AS1,3
SLIRP,4
SLIT1,2
SLIT3,2
SLITRK3,3
SLITRK5,2
SLMAP,0
SLTM,0
SLU7,5
SLX4,0
SLX4IP,3
SMAD1,5
SMAD2,5
SMAD3,4
SMAD4,5
SMAD5,4
SMAD6,4
SMAD7,5
SMAD9,0
SMAGP,5
SMAP1,0
SMARCA2,0
SMARCA4,0
SMARCAD1,5
SMARCAL1,0
SMARCC2,0
SMARCD1,0
SMARCD3,0
SMC1A,0
SMC4,0
SMCO4,0
SMCR8,4
SMG1,4
SMG1P1,1
SMG1P2,1
SMG1P3,3
SMG1P5,1
SMG1P7,5
SMG5,0
SMG6,2
SMG7,0
SMG8,5
SMG9,5
SMIM10,5
SMIM10L2A,2
SMIM10L2B,2
SMIM12,5
SMIM13,5
SMIM14,3
SMIM15,5
SMIM19,5
SMIM29,4
SMIM30,5
SMIM45,1
SMIM7,5
SMKR1,1
SMNDC1,5
SMO,2
SMOC1,4
SMOX,4
SMPD1,0
SMPD2,0
SMPD3,4
SMPD4,2
SMPD4BP,3
SMPDL3A,3
SMPDL3B,1
SMS,4
SMTNL2,4
SMU1,5
SMUG1,0
SMYD2,0
SMYD4,4
SMYD5,0
SNAI1,5
SNAI2,5
SNAI3,4
SNAI3-AS1,4
SNAP23,1
SNAP47,0
SNAP91,3
SNAPC1,5
SNAPC2,4
SNAPC3,5
SNAPC4,5
SNAPC5,1
SNCA,5
SNCAIP,4
SNCB,3
SNCG,1
SND1,4
SNED1,4
SNHG1,5
SNHG10,3
SNHG11,5
SNHG15,5
SNHG16,5
SNHG17,5
SNHG19,4
SNHG20,5
SNHG21,3
SNHG29,4
SNHG3,4
SNHG4,4
SNHG5,4
SNHG6,4
SNHG7,5
SNHG8,5
SNHG9,3
SNIP1,5
SNN,4
SNORA10,5
SNORA18,3
SNORA25,5
SNORA32,5
SNORA33,3
SNORA40,5
SNORA6,3
SNORA67,5
SNORA70,5
SNORA71C,5
SNORA73A,5
SNORA8,5
SNORD104,4
SNORD110,5
SNORD139,5
SNORD14A,4
SNORD17,0
SNORD18C,5
SNORD22,5
SNORD23,1
SNORD28,4
SNORD35B,5
SNORD36A,5
SNORD38B,5
SNORD44,4
SNORD55,1
SNORD74,3
SNORD78,1
SNORD80,4
SNORD83B,3
SNORD88B,3
SNORD96A,1
SNPH,0
SNRK,5
SNRNP200,0
SNRNP27,5
SNRNP35,5
SNRNP40,5
SNRNP70,4
SNRPA,4
SNRPB2,5
SNRPC,2
SNRPD1,5
SNRPD2,5
SNRPD3,5
SNRPE,5
SNRPF,5
SNRPG,1
SNTA1,0
SNTB1,4
SNTB2,0
SNTG2-AS1,1
SNUPN,5
SNW1,5
SNX10,4
SNX14,1
SNX16,5
SNX18,5
SNX21,1
SNX22,1
SNX29,0
SNX30,0
SNX4,1
SNX7,2
SOCS2,1
SOCS3,3
SOCS4,5
SOCS5,5
SOCS6,5
SOCS7,5
SOD2-OT1,4
SON,4
SORBS1,2
SORBS2,1
SORBS3,4
SORD,0
SORL1,2
SORT1,2
SOS1,0
SOS2,5
SOSTDC1,1
SOWAHA,2
SOWAHC,5
SOX12,4
SOX13,5
SOX15,1
SOX18,4
SOX2,5
SOX21,4
SOX4,5
SOX5,3
SOX6,4
SOX7,5
SOX8,4
SOX9,5
SP1,4
SP110,1
SP140L,3
SP2,3
SP2-AS1,4
SP4,5
SP6,1
SP8,4
SP9,5
SPACA6,4
SPACA9,4
SPAG1,1
SPAG16,5
SPAG4,3
SPAG5,0
SPAG7,0
SPARC,1
SPATA13,1
SPATA17,4
SPATA18,3
SPATA2,5
SPATA24,4
SPATA2L,0
SPATA3-AS1,4
SPATA31H1,3
SPATA33,4
SPATA41,5
SPATA6L,3
SPATA7,5
SPATS2,0
SPC24,4
SPC25,3
SPCS1,5
SPCS2,5
SPCS3,3
SPDL1,5
SPDYC,4
SPDYE1,3
SPDYE2,3
SPDYE3,4
SPDYE6,5
SPECC1,0
SPECC1L,4
SPEF2,3
SPEN-AS1,4
SPG11,0
SPG21,0
SPHK1,1
SPHK2,5
SPIB,5
SPICE1,1
SPIDR,4
SPIN2B,4
SPIN3,4
SPINK2,5
SPINK5,3
SPINT1,4
SPINT2,4
SPMIP4,5
SPMIP5,1
SPNS1,4
SPNS2,1
SPOCK1,0
SPOCK2,1
SPOCK3,0
SPON1,0
SPOP,0
SPOPL,5
SPOUT1,1
SPPL2A,4
SPPL2B,3
SPPL3,2
SPRED1,5
SPRED2,3
SPRED3,4
SPRING1,0
SPRN,5
SPRTN,5
SPRY1,5
SPRY2,5
SPRYD3,3
SPRYD4,5
SPRYD7,0
SPSB2,4
SPSB3,4
SPSB4,0
SPTAN1,0
SPTB,0
SPTBN1,0
SPTBN2,0
SPTBN4,3
SPTLC2,0
SPTSSA,5
SPTY2D1,5
SQLE,4
SQOR,4
SRA1,2
SRBD1,5
SRC,0
SRCAP,0
SRD5A3,2
SREBF1,0
SREBF2,2
SREK1,4
SRFBP1,5
SRGAP1,0
SRGAP2,4
SRGAP2B,4
SRGAP2D,4
SRI,4
SRM,2
SRP14,4
SRP14-DT,0
SRP19,3
SRP54,5
SRP68,3
SRPK3,3
SRPRA,3
SRPRB,3
SRPX,4
SRR,3
SRRD,5
SRRM1,5
SRRM2,0
SRRM3,0
SRRM5,5
SRRT,4
SRSF10,5
SRSF4,5
SRSF5,5
SRSF6,5
SRSF7,5
SRSF8,5
SRXN1,5
SS18L1,4
SS18L2,5
SSBP1,5
SSBP2,5
SSBP3,4
SSBP4,0
SSC4D,4
SSH2,5
SSH3,4
SSNA1,0
SSPN,4
SSPOP,0
SSR1,3
SSR2,3
SSR3,3
SSR4,5
SSR4P1,1
SSRP1,4
SSTR2,1
SSU72,2
ST13,4
ST13P4,4
ST20,5
ST20-AS1,5
ST3GAL1,5
ST3GAL3,4
ST3GAL4,5
ST3GAL5,0
ST3GAL6,1
ST6GALNAC2,3
ST6GALNAC4,3
ST6GALNAC5,1
ST6GALNAC6,5
ST7L,5
ST8SIA4,1
STAB2,3
STAC,4
STAC2,0
STAC3,4
STAG3,3
STAG3L3,3
STAG3L4,4
STAG3L5P-PVRIG2P-PILRB,5
STAM,0
STAM-DT,5
STAM2,5
STAMBP,5
STAMBPL1,0
STAP2,5
STARD13,4
STARD4,4
STARD4-AS1,3
STARD5,3
STARD7-AS1,3
STARD8,4
STARD9,4
STAT1,0
STAT2,0
STAT3,0
STAU1,0
STAU2,0
STC1,0
STEAP1,5
STEAP2,4
STEAP3,2
STIL,5
STIM1,2
STIMATE,0
STK10,0
STK11,4
STK17A,5
STK17B,4
STK25,0
STK31,1
STK32C,0
STK36,0
STK39,0
STK40,0
STMN3,0
STMND1,1
STMP1,0
STOML1,2
STON1,1
STON2,4
STOX2,3
STPG1,5
STRN3,5
STS,0
STT3A,3
STUB1,2
STUM,1
STX10,0
STX11,1
STX12,5
STX18,5
STX18-AS1,3
STX1A,1
STX3,0
STX4,0
STX5,3
STX6,5
STXBP2,4
STXBP3,5
STXBP5,5
STXBP5L,4
STXBP6,3
SUCO,5
SUFU,0
SUGCT,1
SUGP1,5
SULF1,4
SULF2,0
SULT1A1,2
SULT1C4,0
SULT4A1,5
SUMF1,0
SUMF2,2
SUMO1,5
SUMO2,5
SUOX,5
SUPT20H,5
SUPT4H1,5
SUPT7L,5
SUPV3L1,5
SURF1,1
SURF2,4
SURF4,3
SURF6,4
SUSD1,2
SUSD5,0
SUV39H1,5
SUV39H2,5
SV2A,4
SVBP,1
SVEP1,1
SVIL,0
SVIL-AS1,4
SWAP70,0
SWI5,5
SWSAP1,5
SWT1,1
SYBU,1
SYCE2,4
SYCP2,4
SYCP2L,4
SYDE1,1
SYDE2,4
SYF2,5
SYK,0
SYMPK,0
SYN1,0
SYN2,0
SYN3,4
SYNDIG1,0
SYNE1,0
SYNE2,0
SYNE3,0
SYNGR1,0
SYNGR2,4
SYNGR3,3
SYNJ1,4
SYNPO,1
SYPL1,5
SYS1,0
SYT1,4
SYT11,1
SYT13,0
SYT14,3
SYT15,1
SYT15B,4
SYT16,1
SYT17,4
SYT2,2
SYT3,3
SYT5,1
SYT6,3
SYT7,0
SYT9,3
SYTL2,4
SYTL3,1
SYTL4,4
SYTL5,4
SYVN1,3
SZRD1,2
SZT2,3
TAB1,0
TACC2,4
TACO1,4
TADA1,5
TADA2A,5
TADA2B,5
TADA3,0
TAF10,4
TAF12,5
TAF13,5
TAF1A,3
TAF1A-AS1,5
TAF1C,5
TAF1D,5
TAF2,0
TAF3,4
TAF4,0
TAF7,0
TAGLN,1
TAGLN2,4
TAL1,5
TALDO1,1
TAMALIN,0
TANC1,0
TANGO6,2
TANK,5
TAOK1,4
TAP2,1
TAPT1-AS1,1
TARBP1,0
TARDBP,0
TARS1,0
TARS2,0
TARS3,0
TAS1R3,4
TASOR2,4
TAX1BP1,2
TBC1D1,2
TBC1D10A,3
TBC1D14,0
TBC1D15,3
TBC1D16,0
TBC1D17,4
TBC1D2,5
TBC1D22A,0
TBC1D23,5
TBC1D24,0
TBC1D25,4
TBC1D30,5
TBC1D3L,1
TBC1D4,0
TBC1D5,0
TBC1D8B,4
TBC1D9,5
TBC1D9B,2
TBCA,5
TBCB,0
TBCC,5
TBCCD1,5
TBCD,0
TBCEL,5
TBCK,3
TBK1,5
TBKBP1,4
TBL1X,0
TBL2,4
TBP,5
TBPL1,5
TBRG1,0
TBX1,4
TBX18,5
TBX19,1
TBX2,4
TBX2-AS1,1
TBX20,1
TBX3,5
TBX6,5
TBXA2R,1
TBXAS1,3
TCEA2,4
TCEAL3,5
TCEAL8,3
TCEAL9,3
TCEANC,3
TCEANC2,4
TCF12,0
TCF19,2
TCF20,4
TCF24,2
TCF3,0
TCF7,0
TCF7L1,4
TCF7L2,5
TCFL5,0
TCIRG1,4
TCN2,1
TCOF1,2
TCP10L,2
TCP11L1,0
TCP11L2,1
TCTA,5
TCTN1,2
TCTN2,1
TDG,5
TDP2,5
TDRD3,5
TDRD6,1
TDRP,0
TEAD2,0
TEAD3,0
TEC,3
TECPR1,0
TECR,4
TECTA,5
TEDC1,5
TEDC2,0
TEDC2-AS1,3
TEF,5
TEFM,5
TEKT4P2,4
TEKTIP1,4
TELO2,0
TENM1,0
TENM3,0
TENM4,4
TENT2,5
TENT4A,5
TENT4B,5
TENT5A,5
TENT5B,3
TENT5C,5
TEP1,4
TEPSIN,4
TERF1P7,1
TERF2,5
TERF2IP,5
TERT,3
TESC,2
TESK1,4
TESK2,2
TESMIN,1
TET2,4
TEX14,1
TEX15,0
TEX19,3
TEX30,3
TEX9,1
TFAM,5
TFAP2A,5
TFAP2A-AS1,4
TFAP2C,5
TFAP4,5
TFB1M,5
TFB2M,5
TFCP2,0
TFCP2L1,0
TFDP1,2
TFE3,0
TFG,5
TFIP11,0
TFPI,4
TFPI2,1
TFRC,4
TGDS,5
TGFA,1
TGFB1,4
TGFB1I1,1
TGFB2,1
TGFB3,1
TGFBR2,3
TGFBR3,2
TGFBR3L,3
TGIF1,5
TGM1,5
TGM2,0
TGOLN2,2
TGS1,5
THADA,0
THAP1,3
THAP10,5
THAP11,5
THAP2,3
THAP5,3
THAP6,1
THAP7,5
THAP7-AS1,5
THAP8,1
THAP9,4
THAP9-AS1,3
THBS3,1
THBS4,4
THEM4,5
THEM6,2
THEMIS2,5
THG1L,0
THNSL1,5
THOC1,5
THOC2,4
THOC3,2
THOC7,0
THRA,0
THRAP3,5
THRIL,2
THSD1,5
THSD4,3
THUMPD1,5
THUMPD3,4
THUMPD3-AS1,5
TIA1,4
TIAL1,5
TIAM1,0
TIAM1-AS1,5
TIAM2,5
TICAM1,1
TICRR,5
TIFA,5
TIGAR,5
TIGD1,5
TIGD2,1
TIGD3,1
TIGD4,5
TIGD6,5
TIGD7,3
TIMELESS,4
TIMM10,5
TIMM10B,5
TIMM13,4
TIMM17A,5
TIMM17B,4
TIMM21,3
TIMM23,5
TIMM23B,3
TIMM29,4
TIMM8A,5
TIMM8B,5
TIMM9,5
TIMP1,0
TIMP2,2
TINCR,3
TINF2,5
TIPARP,5
TIPIN,5
TJAP1,5
TJP1,4
TK1,4
TK2,4
TKFC,0
TKT,4
TLCD1,4
TLCD5,1
TLDC2,0
TLE2,4
TLE4,5
TLE5,0
TLK2,5
TLL1,4
TLL2,4
TLN1,0
TLN2,0
TLNRD1,4
TLR5,3
TLR6,3
TLX3,5
TM2D1,5
TM2D2,5
TM2D3,5
TM6SF1,0
TM7SF2,0
TM7SF3,4
TM9SF1,3
TMA16,5
TMA7,5
TMBIM1,4
TMBIM4,4
TMC3-AS1,4
TMC5,3
TMC6,1
TMCC1,5
TMCC1-DT,1
TMCC2,4
TMCO1-AS1,1
TMCO4,2
TMCO6,5
TMED10,3
TMED10P1,1
TMED2,5
TMED5,0
TMED6,3
TMED7,3
TMED9,0
TMEFF1,4
TMEFF2,4
TMEM100,4
TMEM101,5
TMEM102,5
TMEM106B,5
TMEM107,4
TMEM11,5
TMEM116,5
TMEM117,1
TMEM120A,4
TMEM121,1
TMEM121B,3
TMEM126A,1
TMEM126B,5
TMEM127,1
TMEM128,1
TMEM129,2
TMEM131,2
TMEM132A,0
TMEM132E,4
TMEM134,5
TMEM138,5
TMEM140,4
TMEM141,1
TMEM145,3
TMEM147,4
TMEM147-AS1,1
TMEM14A,5
TMEM14B,1
TMEM150C,4
TMEM158,4
TMEM160,0
TMEM161B,1
TMEM161B-DT,4
TMEM163,3
TMEM165,2
TMEM167A,5
TMEM167B,5
TMEM169,5
TMEM17,0
TMEM170A,5
TMEM170B,4
TMEM171,3
TMEM175,0
TMEM177,5
TMEM179B,2
TMEM18,5
TMEM181,0
TMEM182,1
TMEM183A,4
TMEM183BP,4
TMEM185B,4
TMEM186,5
TMEM187,3
TMEM19,2
TMEM191A,3
TMEM192,5
TMEM198,1
TMEM198B,1
TMEM200C,3
TMEM203,5
TMEM205,5
TMEM208,5
TMEM214,3
TMEM216,5
TMEM217,5
TMEM218,5
TMEM219,4
TMEM220,1
TMEM221,4
TMEM223,1
TMEM229B,4
TMEM234,5
TMEM242,5
TMEM25,3
TMEM250,4
TMEM254-AS1,3
TMEM255A,2
TMEM256,4
TMEM258,5
TMEM259,4
TMEM260,0
TMEM263,3
TMEM265,5
TMEM266,0
TMEM267,5
TMEM30A,5
TMEM35A,4
TMEM35B,5
TMEM37,0
TMEM38A,0
TMEM38B,4
TMEM39A,3
TMEM39B,3
TMEM41A,5
TMEM41B,3
TMEM42,4
TMEM43,0
TMEM44,1
TMEM44-AS1,1
TMEM45A,3
TMEM50A,1
TMEM51,4
TMEM52,4
TMEM53,3
TMEM54,4
TMEM59L,1
TMEM60,2
TMEM63B,0
TMEM63C,4
TMEM64,1
TMEM67,5
TMEM68,5
TMEM70,5
TMEM74,1
TMEM74B,3
TMEM79,3
TMEM80,5
TMEM81,1
TMEM86A,4
TMEM86B,1
TMEM87A,5
TMEM8B,0
TMEM94,0
TMEM97,5
TMEM98,0
TMEM9B,2
TMEM9B-AS1,1
TMF1,3
TMOD1,1
TMOD2,4
TMPO-AS1,4
TMPPE,4
TMPRSS9,1
TMSB10,4
TMSB15A,1
TMT1A,4
TMT1B,1
TMTC1,2
TMTC2,5
TMTC4,0
TMUB1,4
TMUB2,5
TMX1,5
TMX4,2
TNC,2
TNFAIP1,0
TNFAIP2,4
TNFAIP3,5
TNFAIP8,5
TNFAIP8L1,4
TNFAIP8L3,1
TNFRSF11A,2
TNFRSF19,0
TNFRSF1A,5
TNFRSF25,4
TNFSF13,5
TNFSF4,4
TNFSF9,1
TNIK,0
TNIP2,2
TNK2,0
TNNI3,1
TNNT1,0
TNPO1,2
TNPO3,0
TNRC18,0
TNRC6A,0
TNRC6B,4
TNS1,0
TNS2,1
TNS2-AS1,4
TNS3,0
TOB2,5
TOB2P1,5
TOE1,5
TOGARAM1,3
TOLLIP,1
TOM1L1,0
TOMM20,2
TOMM34,2
TOMM40L,4
TOMM5,5
TOMM6,4
TOMM7,4
TOMM70,4
TOP1MT,0
TOP2B,0
TOP3A,4
TOP3B,4
TOP6BL,0
TOPORS,5
TOR1A,5
TOR1AIP2,5
TOR4A,1
TOX,1
TOX2,2
TOX3,5
TP53BP1,0
TP53I11,4
TP53I13,4
TP53INP2,3
TP53RK,5
TP53TG1,2
TP73,2
TPBG,3
TPGS1,4
TPGS2,4
TPI1P2,1
TPK1,1
TPM1,0
TPM2,5
TPM3,2
TPM3P9,0
TPMT,4
TPP1,2
TPPP,0
TPPP3,4
TPR,4
TPRA1,4
TPRG1L,4
TPRKB,5
TPRN,4
TPST1,3
TPST2,2
TPT1,0
TPT1-AS1,5
TPTE2P1,1
TPTEP1,4
TRA2A,5
TRA2B,5
TRABD,0
TRABD2A,5
TRABD2B,5
TRADD,4
TRAF1,5
TRAF3,2
TRAF3IP3,3
TRAF4,1
TRAF5,3
TRAF6,5
TRAF7,0
TRAFD1,5
TRAIP,5
TRAK2,4
TRAM1,3
TRAM1L1,5
TRAM2-AS1,1
TRAP1,0
TRAPPC1,4
TRAPPC10,0
TRAPPC12,4
TRAPPC13,5
TRAPPC14,3
TRAPPC2,5
TRAPPC2B,5
TRAPPC3,0
TRAPPC4,5
TRAPPC5,2
TRAPPC6A,1
TRAPPC8,0
TRAPPC9,0
TRERF1,0
TREX1,4
TREX2,1
TRG-AS1,1
TRHDE,4
TRHDE-AS1,4
TRIB1,5
TRIB3,4
TRIM11,5
TRIM13,5
TRIM16L,4
TRIM17,5
TRIM2,0
TRIM21,5
TRIM23,4
TRIM24,5
TRIM25,2
TRIM28,0
TRIM32,5
TRIM33,4
TRIM35,5
TRIM36,5
TRIM38,5
TRIM4,5
TRIM45,4
TRIM46,4
TRIM47,4
TRIM5,3
TRIM52,3
TRIM56,4
TRIM58,1
TRIM59,5
TRIM6,1
TRIM65,4
TRIM66,5
TRIM68,5
TRIM7,1
TRIM71,4
TRIO,0
TRIOBP,1
TRIP10,5
TRIP11,3
TRIP12,0
TRIP4,5
TRIP6,2
TRIQK,5
TRIT1,5
TRMO,4
TRMT1,4
TRMT10B,5
TRMT10C,5
TRMT11,5
TRMT112,5
TRMT13,5
TRMT1L,5
TRMT2A,4
TRMT2B,1
TRMT44,3
TRMT5,5
TRMT61A,5
TRMT61B,4
TRMT9B,4
TRNAU1AP,5
TRNP1,1
TRNT1,5
TROAP,5
TRPA1,0
TRPC1,5
TRPC3,1
TRPM4,4
TRPM6,5
TRPS1,5
TRPT1,3
TRPV1,5
TRPV4,1
TRRAP,2
TRUB1,4
TRUB2,5
TSACC,1
TSC2,0
TSC22D1,4
TSC22D1-AS1,4
TSC22D2,4
TSC22D3,5
TSC22D4,4
TSEN2,5
TSEN54,0
TSFM,5
TSG101,2
TSGA10,1
TSIX,3
TSKU,5
TSLP,3
TSNARE1,4
TSNAXIP1,3
TSPAN10,4
TSPAN11,1
TSPAN14,0
TSPAN17,2
TSPAN18,4
TSPAN2,4
TSPAN31,4
TSPAN33,2
TSPAN4,0
TSPAN5,4
TSPAN7,2
TSPAN9,0
TSPO,4
TSPYL2,3
TSPYL4,1
TSR3,4
TSSC4,4
TSSK3,5
TSSK4,3
TSSK6,3
TST,5
TSTD2,5
TSTD3,3
TTC1,5
TTC12,1
TTC13,2
TTC14,3
TTC21A,3
TTC28,0
TTC3,0
TTC31,1
TTC32,1
TTC33,5
